57,"Mister Scissors, 7/1",51,"Measles Smeezles, 15/1",83,"Sumptin Saucy, EVENS",44,"It's a Trap, EVENS",41,"Hippie Crack, 23/1",30,"Durban Poison, 20/1"
79,"Social Media Warrior, 27/1",67,"Omens and Ice, 3/1",93,"Uptown Rider, 14/1",69,"Pretty as a Pistol, 4/1",55,"Miss Triggered, 19/1",71,"Reach Around Town, 6/1"
62,"Night-time Mare, 16/1",92,"Turnt Mood, 12/1",91,"Total Belter, EVENS",70,"Questionable Dignity, 12/1",56,"Mister Redacted, 19/1",97,"Yay Yo Let's Go, 3/1"
86,"Tea Ache Sea, 24/1",93,"Uptown Rider, 14/1",88,"There She Blows, 2/1",54,"Miss Mary John, 22/1",24,"Doozy Floozy, 13/1",26,"Dr. Deez Reins, 5/1"
48,"Lonely Stepbrother, 3/1",73,"Salt 'n' Sauce, EVENS",22,"Dexie Runner, 6/1",2,"Banana Hammock, 16/1",38,"Hard Time Done, 18/1",95,"Wee Scunner, 8/1"
30,"Durban Poison, 20/1",38,"Hard Time Done, 18/1",42,"Hot & Bothered, 2/1",63,"Northern Lights, 15/1",72,"Robocall, 4/1",33,"Flipped Wig, 12/1"
24,"Doozy Floozy, 13/1",86,"Tea Ache Sea, 24/1",48,"Lonely Stepbrother, 3/1",38,"Hard Time Done, 18/1",27,"Dream Shatterer, EVENS",85,"Tax the Poor, 13/1"
9,"Cancelled Check, 25/1",76,"Sir Scrambled, 26/1",95,"Wee Scunner, 8/1",14,"Crackers and Please, 3/1",24,"Doozy Floozy, 13/1",98,"Yellow Sunshine, 5/1"
51,"Measles Smeezles, 15/1",69,"Pretty as a Pistol, 4/1",64,"Nuns Orders, 9/1",0,"A Tethered End, 27/1",48,"Lonely Stepbrother, 3/1",31,"Feed the Trolls, 30/1"
16,"Crock Janley, 8/1",26,"Dr. Deez Reins, 5/1",1,"Bad Egg, 29/1",56,"Mister Redacted, 19/1",97,"Yay Yo Let's Go, 3/1",45,"Kraff Running, 14/1"
78,"Snatched Your Mama, EVENS",82,"Stupid Money, 30/1",2,"Banana Hammock, 16/1",67,"Omens and Ice, 3/1",22,"Dexie Runner, 6/1",85,"Tax the Poor, 13/1"
67,"Omens and Ice, 3/1",59,"Moon Rocks, 4/1",63,"Northern Lights, 15/1",19,"Darling Ricki, 22/1",89,"Throwing Shady, 21/1",57,"Mister Scissors, 7/1"
57,"Mister Scissors, 7/1",20,"Dead Fam, 26/1",60,"Mr. Worthwhile, 2/1",78,"Snatched Your Mama, EVENS",17,"Dancin' Pole, 9/1",31,"Feed the Trolls, 30/1"
17,"Dancin' Pole, 9/1",9,"Cancelled Check, 25/1",88,"There She Blows, 2/1",60,"Mr. Worthwhile, 2/1",71,"Reach Around Town, 6/1",53,"Minimum Wager, 26/1"
79,"Social Media Warrior, 27/1",18,"Dancin' Shoes, 5/1",70,"Questionable Dignity, 12/1",94,"Wage of Consent, 21/1",63,"Northern Lights, 15/1",78,"Snatched Your Mama, EVENS"
79,"Social Media Warrior, 27/1",49,"Los Santos Savior, 5/1",1,"Bad Egg, 29/1",22,"Dexie Runner, 6/1",35,"Getting Haughty, 3/1",11,"Clapback Charlie, 10/1"
70,"Questionable Dignity, 12/1",85,"Tax the Poor, 13/1",49,"Los Santos Savior, 5/1",12,"Constant Brag, 3/1",65,"Ol' Skag, 28/1",38,"Hard Time Done, 18/1"
75,"Scrawny Nag, 30/1",70,"Questionable Dignity, 12/1",58,"Money to Burn, 30/1",48,"Lonely Stepbrother, 3/1",98,"Yellow Sunshine, 5/1",57,"Mister Scissors, 7/1"
89,"Throwing Shady, 21/1",74,"Salty and Woke, 17/1",64,"Nuns Orders, 9/1",35,"Getting Haughty, 3/1",69,"Pretty as a Pistol, 4/1",3,"Better than Nothing, 15/1"
35,"Getting Haughty, 3/1",71,"Reach Around Town, 6/1",51,"Measles Smeezles, 15/1",18,"Dancin' Shoes, 5/1",30,"Durban Poison, 20/1",66,"Old Ill Will, 29/1"
11,"Clapback Charlie, 10/1",19,"Darling Ricki, 22/1",40,"Hennigan's Steed, 4/1",93,"Uptown Rider, 14/1",21,"Dead Heat Hattie, 17/1",49,"Los Santos Savior, 5/1"
88,"There She Blows, 2/1",0,"A Tethered End, 27/1",87,"Tenpenny, 10/1",23,"Divorced Doctor, 7/1",61,"Mud Dragon, 5/1",90,"Thunder Skunk, 20/1"
86,"Tea Ache Sea, 24/1",78,"Snatched Your Mama, EVENS",52,"Micro Aggression, 8/1",72,"Robocall, 4/1",93,"Uptown Rider, 14/1",94,"Wage of Consent, 21/1"
92,"Turnt Mood, 12/1",5,"Bleet Me Baby, 7/1",59,"Moon Rocks, 4/1",49,"Los Santos Savior, 5/1",38,"Hard Time Done, 18/1",58,"Money to Burn, 30/1"
55,"Miss Triggered, 19/1",45,"Kraff Running, 14/1",40,"Hennigan's Steed, 4/1",90,"Thunder Skunk, 20/1",14,"Crackers and Please, 3/1",80,"Square to Go, 6/1"
1,"Bad Egg, 29/1",47,"Lit as Truck, EVENS",76,"Sir Scrambled, 26/1",11,"Clapback Charlie, 10/1",33,"Flipped Wig, 12/1",98,"Yellow Sunshine, 5/1"
46,"Lead Is out, 3/1",77,"Sizzurp, 13/1",26,"Dr. Deez Reins, 5/1",45,"Kraff Running, 14/1",41,"Hippie Crack, 23/1",62,"Night-time Mare, 16/1"
68,"Pedestrian, 25/1",25,"Downtown Renown, 4/1",3,"Better than Nothing, 15/1",54,"Miss Mary John, 22/1",85,"Tax the Poor, 13/1",26,"Dr. Deez Reins, 5/1"
0,"A Tethered End, 27/1",3,"Better than Nothing, 15/1",51,"Measles Smeezles, 15/1",73,"Salt 'n' Sauce, EVENS",69,"Pretty as a Pistol, 4/1",19,"Darling Ricki, 22/1"
25,"Downtown Renown, 4/1",26,"Dr. Deez Reins, 5/1",63,"Northern Lights, 15/1",51,"Measles Smeezles, 15/1",58,"Money to Burn, 30/1",75,"Scrawny Nag, 30/1"
69,"Pretty as a Pistol, 4/1",36,"Ghost Dank, 10/1",42,"Hot & Bothered, 2/1",31,"Feed the Trolls, 30/1",23,"Divorced Doctor, 7/1",54,"Miss Mary John, 22/1"
48,"Lonely Stepbrother, 3/1",33,"Flipped Wig, 12/1",85,"Tax the Poor, 13/1",90,"Thunder Skunk, 20/1",76,"Sir Scrambled, 26/1",39,"Hell for Weather, 2/1"
65,"Ol' Skag, 28/1",12,"Constant Brag, 3/1",89,"Throwing Shady, 21/1",29,"Drunken Brandee, 14/1",97,"Yay Yo Let's Go, 3/1",95,"Wee Scunner, 8/1"
55,"Miss Triggered, 19/1",11,"Clapback Charlie, 10/1",72,"Robocall, 4/1",13,"Country Stuck, 21/1",33,"Flipped Wig, 12/1",35,"Getting Haughty, 3/1"
90,"Thunder Skunk, 20/1",39,"Hell for Weather, 2/1",45,"Kraff Running, 14/1",76,"Sir Scrambled, 26/1",50,"Lover's Speed, 2/1",64,"Nuns Orders, 9/1"
26,"Dr. Deez Reins, 5/1",55,"Miss Triggered, 19/1",92,"Turnt Mood, 12/1",28,"Drone Warning, 8/1",53,"Minimum Wager, 26/1",35,"Getting Haughty, 3/1"
93,"Uptown Rider, 14/1",27,"Dream Shatterer, EVENS",79,"Social Media Warrior, 27/1",95,"Wee Scunner, 8/1",96,"Worth a Kingdom, 2/1",2,"Banana Hammock, 16/1"
71,"Reach Around Town, 6/1",46,"Lead Is out, 3/1",33,"Flipped Wig, 12/1",98,"Yellow Sunshine, 5/1",68,"Pedestrian, 25/1",41,"Hippie Crack, 23/1"
23,"Divorced Doctor, 7/1",89,"Throwing Shady, 21/1",56,"Mister Redacted, 19/1",39,"Hell for Weather, 2/1",42,"Hot & Bothered, 2/1",81,"Study Buddy, 15/1"
22,"Dexie Runner, 6/1",0,"A Tethered End, 27/1",21,"Dead Heat Hattie, 17/1",17,"Dancin' Pole, 9/1",72,"Robocall, 4/1",67,"Omens and Ice, 3/1"
79,"Social Media Warrior, 27/1",50,"Lover's Speed, 2/1",16,"Crock Janley, 8/1",64,"Nuns Orders, 9/1",59,"Moon Rocks, 4/1",74,"Salty and Woke, 17/1"
33,"Flipped Wig, 12/1",83,"Sumptin Saucy, EVENS",34,"Friendly Fire, 9/1",39,"Hell for Weather, 2/1",55,"Miss Triggered, 19/1",4,"Black Rock Rooster, 18/1"
41,"Hippie Crack, 23/1",47,"Lit as Truck, EVENS",38,"Hard Time Done, 18/1",73,"Salt 'n' Sauce, EVENS",28,"Drone Warning, 8/1",7,"Borrowed Sorrow, 12/1"
52,"Micro Aggression, 8/1",49,"Los Santos Savior, 5/1",30,"Durban Poison, 20/1",60,"Mr. Worthwhile, 2/1",65,"Ol' Skag, 28/1",33,"Flipped Wig, 12/1"
18,"Dancin' Shoes, 5/1",62,"Night-time Mare, 16/1",52,"Micro Aggression, 8/1",87,"Tenpenny, 10/1",8,"Bouncy Blessed, 5/1",53,"Minimum Wager, 26/1"
22,"Dexie Runner, 6/1",82,"Stupid Money, 30/1",27,"Dream Shatterer, EVENS",51,"Measles Smeezles, 15/1",58,"Money to Burn, 30/1",8,"Bouncy Blessed, 5/1"
46,"Lead Is out, 3/1",18,"Dancin' Shoes, 5/1",80,"Square to Go, 6/1",32,"Fire Hazards, 24/1",24,"Doozy Floozy, 13/1",74,"Salty and Woke, 17/1"
16,"Crock Janley, 8/1",81,"Study Buddy, 15/1",58,"Money to Burn, 30/1",39,"Hell for Weather, 2/1",97,"Yay Yo Let's Go, 3/1",37,"Glass or Tina, 23/1"
93,"Uptown Rider, 14/1",36,"Ghost Dank, 10/1",97,"Yay Yo Let's Go, 3/1",21,"Dead Heat Hattie, 17/1",42,"Hot & Bothered, 2/1",54,"Miss Mary John, 22/1"
39,"Hell for Weather, 2/1",96,"Worth a Kingdom, 2/1",63,"Northern Lights, 15/1",79,"Social Media Warrior, 27/1",10,"Can't Be Wronger, 28/1",80,"Square to Go, 6/1"
33,"Flipped Wig, 12/1",1,"Bad Egg, 29/1",53,"Minimum Wager, 26/1",35,"Getting Haughty, 3/1",26,"Dr. Deez Reins, 5/1",87,"Tenpenny, 10/1"
3,"Better than Nothing, 15/1",43,"Invade Grenade, 13/1",4,"Black Rock Rooster, 18/1",83,"Sumptin Saucy, EVENS",73,"Salt 'n' Sauce, EVENS",0,"A Tethered End, 27/1"
72,"Robocall, 4/1",85,"Tax the Poor, 13/1",64,"Nuns Orders, 9/1",4,"Black Rock Rooster, 18/1",48,"Lonely Stepbrother, 3/1",62,"Night-time Mare, 16/1"
35,"Getting Haughty, 3/1",39,"Hell for Weather, 2/1",56,"Mister Redacted, 19/1",92,"Turnt Mood, 12/1",82,"Stupid Money, 30/1",87,"Tenpenny, 10/1"
42,"Hot & Bothered, 2/1",73,"Salt 'n' Sauce, EVENS",81,"Study Buddy, 15/1",10,"Can't Be Wronger, 28/1",16,"Crock Janley, 8/1",53,"Minimum Wager, 26/1"
54,"Miss Mary John, 22/1",60,"Mr. Worthwhile, 2/1",22,"Dexie Runner, 6/1",43,"Invade Grenade, 13/1",96,"Worth a Kingdom, 2/1",55,"Miss Triggered, 19/1"
71,"Reach Around Town, 6/1",47,"Lit as Truck, EVENS",68,"Pedestrian, 25/1",32,"Fire Hazards, 24/1",50,"Lover's Speed, 2/1",29,"Drunken Brandee, 14/1"
17,"Dancin' Pole, 9/1",38,"Hard Time Done, 18/1",22,"Dexie Runner, 6/1",66,"Old Ill Will, 29/1",60,"Mr. Worthwhile, 2/1",42,"Hot & Bothered, 2/1"
67,"Omens and Ice, 3/1",24,"Doozy Floozy, 13/1",62,"Night-time Mare, 16/1",60,"Mr. Worthwhile, 2/1",65,"Ol' Skag, 28/1",63,"Northern Lights, 15/1"
53,"Minimum Wager, 26/1",10,"Can't Be Wronger, 28/1",87,"Tenpenny, 10/1",18,"Dancin' Shoes, 5/1",95,"Wee Scunner, 8/1",12,"Constant Brag, 3/1"
81,"Study Buddy, 15/1",35,"Getting Haughty, 3/1",88,"There She Blows, 2/1",11,"Clapback Charlie, 10/1",65,"Ol' Skag, 28/1",62,"Night-time Mare, 16/1"
27,"Dream Shatterer, EVENS",90,"Thunder Skunk, 20/1",21,"Dead Heat Hattie, 17/1",83,"Sumptin Saucy, EVENS",23,"Divorced Doctor, 7/1",92,"Turnt Mood, 12/1"
64,"Nuns Orders, 9/1",72,"Robocall, 4/1",60,"Mr. Worthwhile, 2/1",20,"Dead Fam, 26/1",57,"Mister Scissors, 7/1",55,"Miss Triggered, 19/1"
20,"Dead Fam, 26/1",39,"Hell for Weather, 2/1",36,"Ghost Dank, 10/1",74,"Salty and Woke, 17/1",60,"Mr. Worthwhile, 2/1",29,"Drunken Brandee, 14/1"
27,"Dream Shatterer, EVENS",90,"Thunder Skunk, 20/1",11,"Clapback Charlie, 10/1",21,"Dead Heat Hattie, 17/1",84,"Sweet Releaf, 4/1",93,"Uptown Rider, 14/1"
3,"Better than Nothing, 15/1",40,"Hennigan's Steed, 4/1",31,"Feed the Trolls, 30/1",28,"Drone Warning, 8/1",90,"Thunder Skunk, 20/1",73,"Salt 'n' Sauce, EVENS"
83,"Sumptin Saucy, EVENS",86,"Tea Ache Sea, 24/1",82,"Stupid Money, 30/1",87,"Tenpenny, 10/1",77,"Sizzurp, 13/1",12,"Constant Brag, 3/1"
8,"Bouncy Blessed, 5/1",68,"Pedestrian, 25/1",14,"Crackers and Please, 3/1",41,"Hippie Crack, 23/1",93,"Uptown Rider, 14/1",5,"Bleet Me Baby, 7/1"
12,"Constant Brag, 3/1",90,"Thunder Skunk, 20/1",72,"Robocall, 4/1",81,"Study Buddy, 15/1",33,"Flipped Wig, 12/1",94,"Wage of Consent, 21/1"
85,"Tax the Poor, 13/1",39,"Hell for Weather, 2/1",6,"Blue Dream, 2/1",62,"Night-time Mare, 16/1",45,"Kraff Running, 14/1",1,"Bad Egg, 29/1"
84,"Sweet Releaf, 4/1",44,"It's a Trap, EVENS",65,"Ol' Skag, 28/1",4,"Black Rock Rooster, 18/1",5,"Bleet Me Baby, 7/1",22,"Dexie Runner, 6/1"
94,"Wage of Consent, 21/1",45,"Kraff Running, 14/1",39,"Hell for Weather, 2/1",20,"Dead Fam, 26/1",46,"Lead Is out, 3/1",87,"Tenpenny, 10/1"
21,"Dead Heat Hattie, 17/1",83,"Sumptin Saucy, EVENS",13,"Country Stuck, 21/1",5,"Bleet Me Baby, 7/1",18,"Dancin' Shoes, 5/1",71,"Reach Around Town, 6/1"
36,"Ghost Dank, 10/1",3,"Better than Nothing, 15/1",75,"Scrawny Nag, 30/1",18,"Dancin' Shoes, 5/1",31,"Feed the Trolls, 30/1",14,"Crackers and Please, 3/1"
57,"Mister Scissors, 7/1",23,"Divorced Doctor, 7/1",49,"Los Santos Savior, 5/1",59,"Moon Rocks, 4/1",21,"Dead Heat Hattie, 17/1",9,"Cancelled Check, 25/1"
1,"Bad Egg, 29/1",21,"Dead Heat Hattie, 17/1",49,"Los Santos Savior, 5/1",29,"Drunken Brandee, 14/1",71,"Reach Around Town, 6/1",72,"Robocall, 4/1"
82,"Stupid Money, 30/1",15,"Creepy Dentist, 7/1",79,"Social Media Warrior, 27/1",72,"Robocall, 4/1",98,"Yellow Sunshine, 5/1",16,"Crock Janley, 8/1"
11,"Clapback Charlie, 10/1",8,"Bouncy Blessed, 5/1",47,"Lit as Truck, EVENS",19,"Darling Ricki, 22/1",95,"Wee Scunner, 8/1",21,"Dead Heat Hattie, 17/1"
47,"Lit as Truck, EVENS",48,"Lonely Stepbrother, 3/1",70,"Questionable Dignity, 12/1",85,"Tax the Poor, 13/1",54,"Miss Mary John, 22/1",58,"Money to Burn, 30/1"
33,"Flipped Wig, 12/1",10,"Can't Be Wronger, 28/1",93,"Uptown Rider, 14/1",12,"Constant Brag, 3/1",86,"Tea Ache Sea, 24/1",84,"Sweet Releaf, 4/1"
91,"Total Belter, EVENS",38,"Hard Time Done, 18/1",80,"Square to Go, 6/1",15,"Creepy Dentist, 7/1",37,"Glass or Tina, 23/1",14,"Crackers and Please, 3/1"
30,"Durban Poison, 20/1",63,"Northern Lights, 15/1",98,"Yellow Sunshine, 5/1",19,"Darling Ricki, 22/1",28,"Drone Warning, 8/1",59,"Moon Rocks, 4/1"
36,"Ghost Dank, 10/1",42,"Hot & Bothered, 2/1",25,"Downtown Renown, 4/1",9,"Cancelled Check, 25/1",3,"Better than Nothing, 15/1",13,"Country Stuck, 21/1"
62,"Night-time Mare, 16/1",7,"Borrowed Sorrow, 12/1",88,"There She Blows, 2/1",9,"Cancelled Check, 25/1",87,"Tenpenny, 10/1",12,"Constant Brag, 3/1"
51,"Measles Smeezles, 15/1",40,"Hennigan's Steed, 4/1",48,"Lonely Stepbrother, 3/1",54,"Miss Mary John, 22/1",34,"Friendly Fire, 9/1",62,"Night-time Mare, 16/1"
19,"Darling Ricki, 22/1",24,"Doozy Floozy, 13/1",30,"Durban Poison, 20/1",39,"Hell for Weather, 2/1",78,"Snatched Your Mama, EVENS",81,"Study Buddy, 15/1"
44,"It's a Trap, EVENS",63,"Northern Lights, 15/1",58,"Money to Burn, 30/1",53,"Minimum Wager, 26/1",33,"Flipped Wig, 12/1",39,"Hell for Weather, 2/1"
88,"There She Blows, 2/1",4,"Black Rock Rooster, 18/1",34,"Friendly Fire, 9/1",26,"Dr. Deez Reins, 5/1",82,"Stupid Money, 30/1",29,"Drunken Brandee, 14/1"
10,"Can't Be Wronger, 28/1",36,"Ghost Dank, 10/1",55,"Miss Triggered, 19/1",83,"Sumptin Saucy, EVENS",59,"Moon Rocks, 4/1",16,"Crock Janley, 8/1"
23,"Divorced Doctor, 7/1",50,"Lover's Speed, 2/1",93,"Uptown Rider, 14/1",58,"Money to Burn, 30/1",1,"Bad Egg, 29/1",97,"Yay Yo Let's Go, 3/1"
64,"Nuns Orders, 9/1",78,"Snatched Your Mama, EVENS",35,"Getting Haughty, 3/1",51,"Measles Smeezles, 15/1",56,"Mister Redacted, 19/1",1,"Bad Egg, 29/1"
59,"Moon Rocks, 4/1",4,"Black Rock Rooster, 18/1",94,"Wage of Consent, 21/1",12,"Constant Brag, 3/1",29,"Drunken Brandee, 14/1",16,"Crock Janley, 8/1"
93,"Uptown Rider, 14/1",90,"Thunder Skunk, 20/1",60,"Mr. Worthwhile, 2/1",37,"Glass or Tina, 23/1",51,"Measles Smeezles, 15/1",67,"Omens and Ice, 3/1"
33,"Flipped Wig, 12/1",90,"Thunder Skunk, 20/1",98,"Yellow Sunshine, 5/1",88,"There She Blows, 2/1",36,"Ghost Dank, 10/1",2,"Banana Hammock, 16/1"
51,"Measles Smeezles, 15/1",13,"Country Stuck, 21/1",41,"Hippie Crack, 23/1",18,"Dancin' Shoes, 5/1",71,"Reach Around Town, 6/1",26,"Dr. Deez Reins, 5/1"
32,"Fire Hazards, 24/1",83,"Sumptin Saucy, EVENS",2,"Banana Hammock, 16/1",23,"Divorced Doctor, 7/1",72,"Robocall, 4/1",28,"Drone Warning, 8/1"
33,"Flipped Wig, 12/1",18,"Dancin' Shoes, 5/1",15,"Creepy Dentist, 7/1",97,"Yay Yo Let's Go, 3/1",38,"Hard Time Done, 18/1",0,"A Tethered End, 27/1"
48,"Lonely Stepbrother, 3/1",67,"Omens and Ice, 3/1",82,"Stupid Money, 30/1",55,"Miss Triggered, 19/1",81,"Study Buddy, 15/1",24,"Doozy Floozy, 13/1"
51,"Measles Smeezles, 15/1",22,"Dexie Runner, 6/1",35,"Getting Haughty, 3/1",73,"Salt 'n' Sauce, EVENS",76,"Sir Scrambled, 26/1",41,"Hippie Crack, 23/1"
20,"Dead Fam, 26/1",64,"Nuns Orders, 9/1",91,"Total Belter, EVENS",34,"Friendly Fire, 9/1",73,"Salt 'n' Sauce, EVENS",4,"Black Rock Rooster, 18/1"
94,"Wage of Consent, 21/1",37,"Glass or Tina, 23/1",35,"Getting Haughty, 3/1",47,"Lit as Truck, EVENS",57,"Mister Scissors, 7/1",28,"Drone Warning, 8/1"
21,"Dead Heat Hattie, 17/1",41,"Hippie Crack, 23/1",12,"Constant Brag, 3/1",43,"Invade Grenade, 13/1",40,"Hennigan's Steed, 4/1",63,"Northern Lights, 15/1"
24,"Doozy Floozy, 13/1",30,"Durban Poison, 20/1",5,"Bleet Me Baby, 7/1",12,"Constant Brag, 3/1",44,"It's a Trap, EVENS",89,"Throwing Shady, 21/1"
32,"Fire Hazards, 24/1",62,"Night-time Mare, 16/1",80,"Square to Go, 6/1",61,"Mud Dragon, 5/1",46,"Lead Is out, 3/1",22,"Dexie Runner, 6/1"
10,"Can't Be Wronger, 28/1",70,"Questionable Dignity, 12/1",59,"Moon Rocks, 4/1",45,"Kraff Running, 14/1",94,"Wage of Consent, 21/1",8,"Bouncy Blessed, 5/1"
95,"Wee Scunner, 8/1",94,"Wage of Consent, 21/1",0,"A Tethered End, 27/1",93,"Uptown Rider, 14/1",78,"Snatched Your Mama, EVENS",69,"Pretty as a Pistol, 4/1"
3,"Better than Nothing, 15/1",17,"Dancin' Pole, 9/1",82,"Stupid Money, 30/1",78,"Snatched Your Mama, EVENS",46,"Lead Is out, 3/1",38,"Hard Time Done, 18/1"
74,"Salty and Woke, 17/1",38,"Hard Time Done, 18/1",50,"Lover's Speed, 2/1",77,"Sizzurp, 13/1",92,"Turnt Mood, 12/1",25,"Downtown Renown, 4/1"
74,"Salty and Woke, 17/1",45,"Kraff Running, 14/1",21,"Dead Heat Hattie, 17/1",97,"Yay Yo Let's Go, 3/1",92,"Turnt Mood, 12/1",69,"Pretty as a Pistol, 4/1"
64,"Nuns Orders, 9/1",90,"Thunder Skunk, 20/1",20,"Dead Fam, 26/1",7,"Borrowed Sorrow, 12/1",49,"Los Santos Savior, 5/1",39,"Hell for Weather, 2/1"
89,"Throwing Shady, 21/1",34,"Friendly Fire, 9/1",67,"Omens and Ice, 3/1",61,"Mud Dragon, 5/1",4,"Black Rock Rooster, 18/1",71,"Reach Around Town, 6/1"
58,"Money to Burn, 30/1",42,"Hot & Bothered, 2/1",96,"Worth a Kingdom, 2/1",28,"Drone Warning, 8/1",54,"Miss Mary John, 22/1",81,"Study Buddy, 15/1"
36,"Ghost Dank, 10/1",67,"Omens and Ice, 3/1",1,"Bad Egg, 29/1",68,"Pedestrian, 25/1",18,"Dancin' Shoes, 5/1",29,"Drunken Brandee, 14/1"
1,"Bad Egg, 29/1",63,"Northern Lights, 15/1",73,"Salt 'n' Sauce, EVENS",72,"Robocall, 4/1",7,"Borrowed Sorrow, 12/1",30,"Durban Poison, 20/1"
21,"Dead Heat Hattie, 17/1",16,"Crock Janley, 8/1",74,"Salty and Woke, 17/1",8,"Bouncy Blessed, 5/1",96,"Worth a Kingdom, 2/1",87,"Tenpenny, 10/1"
13,"Country Stuck, 21/1",17,"Dancin' Pole, 9/1",79,"Social Media Warrior, 27/1",47,"Lit as Truck, EVENS",15,"Creepy Dentist, 7/1",6,"Blue Dream, 2/1"
66,"Old Ill Will, 29/1",53,"Minimum Wager, 26/1",91,"Total Belter, EVENS",25,"Downtown Renown, 4/1",85,"Tax the Poor, 13/1",36,"Ghost Dank, 10/1"
14,"Crackers and Please, 3/1",4,"Black Rock Rooster, 18/1",77,"Sizzurp, 13/1",98,"Yellow Sunshine, 5/1",63,"Northern Lights, 15/1",55,"Miss Triggered, 19/1"
55,"Miss Triggered, 19/1",34,"Friendly Fire, 9/1",73,"Salt 'n' Sauce, EVENS",14,"Crackers and Please, 3/1",31,"Feed the Trolls, 30/1",77,"Sizzurp, 13/1"
15,"Creepy Dentist, 7/1",40,"Hennigan's Steed, 4/1",98,"Yellow Sunshine, 5/1",24,"Doozy Floozy, 13/1",19,"Darling Ricki, 22/1",37,"Glass or Tina, 23/1"
34,"Friendly Fire, 9/1",61,"Mud Dragon, 5/1",45,"Kraff Running, 14/1",79,"Social Media Warrior, 27/1",55,"Miss Triggered, 19/1",6,"Blue Dream, 2/1"
3,"Better than Nothing, 15/1",86,"Tea Ache Sea, 24/1",25,"Downtown Renown, 4/1",94,"Wage of Consent, 21/1",73,"Salt 'n' Sauce, EVENS",51,"Measles Smeezles, 15/1"
67,"Omens and Ice, 3/1",7,"Borrowed Sorrow, 12/1",31,"Feed the Trolls, 30/1",84,"Sweet Releaf, 4/1",63,"Northern Lights, 15/1",2,"Banana Hammock, 16/1"
91,"Total Belter, EVENS",28,"Drone Warning, 8/1",59,"Moon Rocks, 4/1",89,"Throwing Shady, 21/1",32,"Fire Hazards, 24/1",45,"Kraff Running, 14/1"
